Código,Nombre,Unidad,Familia,Subfamilia,Especialista,Iva,Activo,Servicio
947,Foco H7,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
948,Foco H11,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
949,Foco 9001,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
950,Foco 3157NA,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
951,Foco 3157,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
952,Foco 1157,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
953,Polea Clutch A/C,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
954,Rectificación de motor,SERV,AUTOMOTRIZ,,NO,SI,NO,SI
955,Duralast Bomba de Aceite D-1155OP,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
957,Polea de Cigüeñal P-GM262A,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
958,Tapón roscado 65211,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
959,Distribuidor Chev V6 4.3L LT TBI 88/95NIK 1103725,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
960,Distribuidor Chev V8 5.7L LT TBI 86/94 NIK 1103952,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
961,VALVULA DE ESCAPE EN STD. MOTOR VORTEC V6 4.3L s-9764 STD,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
962,VALVULA DE ADMISION EN STD. MOTOR VORTEC V6 4.3L V-9763 STD,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
963,CAMISAPARA MOTOR EN STD MOTOR VORTEC. V6 4.3L YV8 5.7 L2268205,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
964,METALES ARBOL DE LEVAS EN STD. MOTOR VORTEC V6 4.3L  1463MSTD ,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
965,METALES DE BANCADA( CIGUEÑAL )EN STD. MOTOR VORTEC. V6 4.3L    5085MSTD SS ,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
966,METALES DE BIELAEN STD. MOTOR VORTEC V6 4.3L   6-1020CP STD SS,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
967,JUEGO COMPLETO DE EMPAQUES DE MOTOR VORTEC V6 4.3L    JC-1222-7,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
968,VALVULA DE ADMISION EN STD. MOTOR VORTEC V8 5.7L   V-2231 STD,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
969,VALVULA DE ESCAPE EN STD. MOTOR VORTEC V8 5.7L    S-2090 STD,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
971,METALES DE BANCADA(CIGUEÑAL ) EN STD. MOTOR VORTEC V8 5.7L  4663MSTD SS,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
972,JUEGO DE COJINETES ( METALES ) ARBOL DE LEVAS EN STD. MOTOR VORTEC V8 5.7   SH290S=1235MSTD,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
974,JUEGO DE METALES DE BIELAEN STD. MOTOR VORTEC V8 5.7L  8-2555CP STD,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
975,JUEGO COMPLETO DE EMPAQUES MOTOR VORTEC V8 5.7L  JC-1252-1 ,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
982,Cable batería Cal. 4 Rojo (APY-0908200),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
983,"MANGUERA RADIADOR FLEXIBLE 1-3/4"" X 19"" =508",PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
984,Cable batería Cal. 4 Rojo (APY-0908000),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
985,ACEITE QUAKER TRANSMISION STD LITRO,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
986,BANDA MICRO V ALTIMA CIRRUS 2.5LT V6 95/00=6PK1475,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
989,Terminal para batería Reforzada (APY-4086000),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
990,KIT Conector Bobina ChevIC29 (CIO-06634),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
991,GOMA CASETA CHICA (2-1/2X7/8X3/4) POLIURETANO,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
992,Conector sensor TEMP CHEV (CIO-05790),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
993,TOMA AGUA CHEV CTAS V6 4.3LT 90/95=VAR-6267,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
994,CONEXION ESPIGA MACHO=4738-2-4,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
995,CONEXION COPLE,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
996,MANGUERA AMARILLA ALTA PRECIÒN 1/4 AIR MASTER (EC-200) 425,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1003,"MANGUERA RADIADOR FLEXIBLE 1-3/4"" X 17"" =506",PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1007,Goma Amortiguador Nylon Poliuretano,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1008,"Abrazadera 5""",PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1009,Tornillo sujetador marcha GM VORTEC,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1012,"Tornillo Allen 3/8 x 1"" (NC STD)",PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1013,Guantes p/mecánico ULINE QUICK ON™ Talla M Modelo S-14116  (4 pares) o similar,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1014,Toallas p/ limpieza  1 caja (12 rollos) Modelo S-18119 Uline o similar,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1016,Ventilador Perkins 10 aspas,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1018,INTERRUPTOR UNIVERSAL2 POSICIONES MOTOR V6 Y V8 5.7L (82600),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1019,ABRAZADERA SIN FIN 9MM X 7/32 X 5/8 (8204),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1021,ABRAZADERA SIN FIN DE 1/2 X 23-39 MM (8516),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1022,ABRAZADERA SIN FIN DE 9 MM X 1 11/16 X 2 1/4 (8228),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1024,ABRAZADERA SIN FIN DE 9 MM X 7/16  X 25/32 (8206),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1026,ALTERNADOR DELCO DR44G CHEVROLET C-3500 MOTOR V6 4.3L Y V8 5.3L (A8301 NVO),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1033,BANDA PARA MOTOR  CHEVROLET V6 4.3L Y V8 5.7 L (K060557),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1036,BOBINA DE ENCENDIDO CHEVROLET SUBURBAN MOTOR VORTEC V6 4.3L Y V8 5.7L TBI (C-846 =DR37),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1037,BOMBA DE AGUA CHEVROLET C-3500 MOTOR V6 4.3L Y V8 5.7L (RP-968),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1047,Bujia ngk TR554161 (TR55),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1050,CABLE DE BUJIAS PARA CHEVROLET SILVERADO MOTOR V8 5.7L MOD. 95-99 (TL-GM7805),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1051,CINCHO DE SEGURIDAD MEDIANO BLANCO DE 36CM (CN36),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1052,FILTRO DE ACEITE CHEVROLET BLAZER MOTOR V6 4.3L (PH-3980),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1053,FILTRO DE ACEITE CHEVROLET SUBURBAN MOTOR V8 5.7L =GP-13 (PH-5),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1056,JUEGO DE ANILLOS EN STD. MOTOR V6 4.3L VORTEC CHEVROLET C-2500 (41786=3194KM),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1059,KIT DE DISTRIBUCION CADENA CHEVROLET C-2500 (C-3212),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1061,MARCHA DELCO PG260G CHEVROLET C-3500 DOBLE ROD. MOTOR 4.3L V6 Y 5.3 V8 (M6485 NVO),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1063,"PISTON EN STD. CHEVROLET G3500,P3500 MOTOR V6 4.3L VORTEC (918 STD)",PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1064,PISTON EN STD. MOTOR V8 5.7L CHEVROLET C-3500 MOTOR VORTEC (826 STD),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1065,POLEA TENSORA ( POLEA LOCA) CHEVROLET C-3500 MOTOR VORTEC (PTGM-011),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1066,PUNTERIA (BUZO) EN STD. MOTOR V6 4.3L MOTOR VORTEC (HR-355),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1067,PUNTERIA (BUZO) MOTOR V8 5.3L VORTEC CHEVROLET C3500 (HR-384),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1068,TAPON BOMBA DE AGUA CHEVROLET C-3500 DOBLE ROD.MOTOR VORTEC (6010 DAI),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1071,TAPON PARA RADIADOR (ST-16 (SS)),PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1072,"VALVULA PCV CHEVROLET P-30, MICROBUS MOTOR 5.7L (V201)",PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1073,FUSIBLE TERMICO 30 AMPERES,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1074,FUSIBLE TERMICO 40 AMPERES APY2071000,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1075,FUSIBLE MINI 30 AMPERES APY-2056200,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1078,FUSIBLE MINI 20 AMPERES =APY-2052200,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1079,FUSIBLE MINI 15 AMPERES =APY-2050200,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1084,FUSIBLE MINI 10 AMPERES = AUT F01107 APY-2048200,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1085,ACEITE QUAKER GREENOIL TRANSMISION STD,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1086,RETEN TRANS STD RANGER GM VAM =NAT7692-S,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1087,CRUETA CTA SENCILLA NUEVAS=1040 =354,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1090,SOQUET FOCO 9004/9007 = AUT-A96120 = AUT-S90047,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1091,"MANGUERA GASOLINA Y ACEITE 5/16""",PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1092,"PLUMA LIMPIAPARAB.ECO SET 22/22""PULG.= 3 397 005 287",PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1097,Filtro Aire CA-192 GONHER,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
1098,Filtro Donaldson P181059,PIEZA,AUTOMOTRIZ,,NO,SI,NO,NO
